model,silhouette,calinski_harabasz,davies_bouldin
KMeans,0.18254549596376196,5525.028791059131,1.5728020744036992
DBSCAN,-0.5324780241469709,49.26241085180819,1.3434931035388715
GMM,-0.0053692061571167515,1817.4784799219997,2.9730051273154148
Agglomerative,0.19663045547178895,4692.5920367016,1.38932607730735
